StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,EngagementScore,Consistency,StressImpact,TechScore,ResourceUsage,StudyEfficiency,AttendanceImpact,RiskScore
22,78,0,0,2,1,1,27,3,9,1,58,73,1,1,1,62.2,0.28205128205128205,0.045454545454545456,3.3999999999999995,19.666666666666668,3.3181818181818183,0.01282051282051282,19.92
22,78,0,0,2,1,1,22,3,10,0,87,65,0,0,2,48.0,0.28205128205128205,0.0,3.3,29.0,2.9545454545454546,0.02564102564102564,25.200000000000003
24,81,0,0,1,1,0,25,0,20,0,64,43,1,2,3,45.36363636363636,0.2962962962962963,0.08333333333333333,6.7,21.333333333333332,1.7916666666666667,0.037037037037037035,26.45454545454546
24,81,0,0,1,1,0,20,2,13,1,97,83,0,1,1,71.96363636363637,0.2962962962962963,0.041666666666666664,4.2,32.666666666666664,3.4583333333333335,0.012345679012345678,15.414545454545454
10,62,0,0,2,1,1,27,1,13,0,97,51,1,1,3,38.61818181818182,0.16129032258064516,0.1,4.6,32.333333333333336,5.1,0.04838709677419355,32.552727272727275
10,62,0,0,2,1,1,20,1,0,1,60,68,1,2,2,51.21818181818182,0.16129032258064516,0.2,0.7,20.333333333333332,6.8,0.03225806451612903,27.912727272727277
10,62,0,0,2,1,1,20,2,15,1,95,83,0,1,1,58.21818181818182,0.16129032258064516,0.1,4.8,32.0,8.3,0.016129032258064516,24.712727272727275
10,62,0,0,2,1,1,24,1,10,0,98,65,0,1,2,38.81818181818182,0.16129032258064516,0.1,3.3,32.666666666666664,6.5,0.03225806451612903,32.47272727272727
10,62,0,0,2,1,1,23,2,14,0,79,59,1,2,2,35.018181818181816,0.16129032258064516,0.2,4.9,26.333333333333332,5.9,0.03225806451612903,34.39272727272728
10,62,1,0,2,1,1,27,1,13,0,97,51,1,1,3,43.61818181818182,0.16129032258064516,0.1,4.6,32.666666666666664,5.1,0.04838709677419355,30.552727272727275
10,62,1,0,2,1,1,20,1,0,1,60,68,1,2,2,56.21818181818182,0.16129032258064516,0.2,0.7,20.666666666666668,6.8,0.03225806451612903,25.912727272727274
10,62,1,0,2,1,1,20,2,15,1,95,83,0,1,1,63.21818181818182,0.16129032258064516,0.1,4.8,32.333333333333336,8.3,0.016129032258064516,22.712727272727275
10,62,1,0,2,1,1,24,1,10,0,98,65,0,1,2,43.81818181818182,0.16129032258064516,0.1,3.3,33.0,6.5,0.03225806451612903,30.472727272727273
10,62,1,0,2,1,1,23,2,14,0,79,59,1,2,2,40.018181818181816,0.16129032258064516,0.2,4.9,26.666666666666668,5.9,0.03225806451612903,32.39272727272728
10,62,2,0,1,1,1,27,1,13,0,97,51,1,1,3,48.61818181818182,0.16129032258064516,0.1,4.6,33.0,5.1,0.04838709677419355,28.552727272727275
10,62,2,0,1,1,1,20,1,0,1,60,68,1,2,2,61.21818181818182,0.16129032258064516,0.2,0.7,21.0,6.8,0.03225806451612903,23.912727272727274
10,62,2,0,1,1,1,20,2,15,1,95,83,0,1,1,68.21818181818182,0.16129032258064516,0.1,4.8,32.666666666666664,8.3,0.016129032258064516,20.712727272727275
10,62,2,0,1,1,1,24,1,10,0,98,65,0,1,2,48.81818181818182,0.16129032258064516,0.1,3.3,33.333333333333336,6.5,0.03225806451612903,28.472727272727273
10,62,2,0,1,1,1,23,2,14,0,79,59,1,2,2,45.018181818181816,0.16129032258064516,0.2,4.9,27.0,5.9,0.03225806451612903,30.392727272727278
20,85,1,0,2,1,1,25,1,20,1,52,53,1,1,3,66.03636363636363,0.23529411764705882,0.05,6.7,18.0,2.65,0.03529411764705882,16.985454545454548
20,85,1,0,2,1,1,28,2,1,0,98,67,1,2,2,55.236363636363635,0.23529411764705882,0.1,1.0,33.0,3.35,0.023529411764705882,21.705454545454547
20,85,1,0,2,1,1,28,3,5,1,50,75,1,2,1,65.63636363636364,0.23529411764705882,0.1,2.2,17.333333333333332,3.75,0.011764705882352941,17.545454545454547
20,85,1,0,2,1,1,20,2,7,0,97,81,1,1,1,55.03636363636363,0.23529411764705882,0.05,2.8,32.666666666666664,4.05,0.011764705882352941,21.385454545454547
20,85,1,0,2,1,1,22,3,5,1,54,41,1,1,3,66.43636363636364,0.23529411764705882,0.05,2.2,18.666666666666668,2.05,0.03529411764705882,16.825454545454548
20,85,1,1,0,1,1,25,1,20,1,52,53,1,1,3,66.03636363636363,0.23529411764705882,0.05,6.7,18.0,2.65,0.03529411764705882,16.985454545454548
20,85,1,1,0,1,1,28,2,1,0,98,67,1,2,2,55.236363636363635,0.23529411764705882,0.1,1.0,33.0,3.35,0.023529411764705882,21.705454545454547
20,85,1,1,0,1,1,28,3,5,1,50,75,1,2,1,65.63636363636364,0.23529411764705882,0.1,2.2,17.333333333333332,3.75,0.011764705882352941,17.545454545454547
20,85,1,1,0,1,1,20,2,7,0,97,81,1,1,1,55.03636363636363,0.23529411764705882,0.05,2.8,32.666666666666664,4.05,0.011764705882352941,21.385454545454547
20,85,1,1,0,1,1,22,3,5,1,54,41,1,1,3,66.43636363636364,0.23529411764705882,0.05,2.2,18.666666666666668,2.05,0.03529411764705882,16.825454545454548
20,85,0,0,0,1,1,25,1,20,1,52,53,1,1,3,61.03636363636364,0.23529411764705882,0.05,6.7,17.666666666666668,2.65,0.03529411764705882,18.985454545454544
20,85,0,0,0,1,1,28,2,1,0,98,67,1,2,2,50.236363636363635,0.23529411764705882,0.1,1.0,32.666666666666664,3.35,0.023529411764705882,23.705454545454547
20,85,0,0,0,1,1,28,3,5,1,50,75,1,2,1,60.63636363636364,0.23529411764705882,0.1,2.2,17.0,3.75,0.011764705882352941,19.545454545454543
20,85,0,0,0,1,1,20,2,7,0,97,81,1,1,1,50.03636363636363,0.23529411764705882,0.05,2.8,32.333333333333336,4.05,0.011764705882352941,23.385454545454547
20,85,0,0,0,1,1,22,3,5,1,54,41,1,1,3,61.43636363636364,0.23529411764705882,0.05,2.2,18.333333333333332,2.05,0.03529411764705882,18.825454545454548
20,85,0,1,1,1,1,25,1,20,1,52,53,1,1,3,61.03636363636364,0.23529411764705882,0.05,6.7,17.666666666666668,2.65,0.03529411764705882,18.985454545454544
20,85,0,1,1,1,1,28,2,1,0,98,67,1,2,2,50.236363636363635,0.23529411764705882,0.1,1.0,32.666666666666664,3.35,0.023529411764705882,23.705454545454547
20,85,0,1,1,1,1,28,3,5,1,50,75,1,2,1,60.63636363636364,0.23529411764705882,0.1,2.2,17.0,3.75,0.011764705882352941,19.545454545454543
20,85,0,1,1,1,1,20,2,7,0,97,81,1,1,1,50.03636363636363,0.23529411764705882,0.05,2.8,32.333333333333336,4.05,0.011764705882352941,23.385454545454547
20,85,0,1,1,1,1,22,3,5,1,54,41,1,1,3,61.43636363636364,0.23529411764705882,0.05,2.2,18.333333333333332,2.05,0.03529411764705882,18.825454545454548
20,85,1,0,0,1,1,25,1,20,1,52,53,1,1,3,66.03636363636363,0.23529411764705882,0.05,6.7,18.0,2.65,0.03529411764705882,16.985454545454548
20,85,1,0,0,1,1,28,2,1,0,98,67,1,2,2,55.236363636363635,0.23529411764705882,0.1,1.0,33.0,3.35,0.023529411764705882,21.705454545454547
20,85,1,0,0,1,1,28,3,5,1,50,75,1,2,1,65.63636363636364,0.23529411764705882,0.1,2.2,17.333333333333332,3.75,0.011764705882352941,17.545454545454547
20,85,1,0,0,1,1,20,2,7,0,97,81,1,1,1,55.03636363636363,0.23529411764705882,0.05,2.8,32.666666666666664,4.05,0.011764705882352941,21.385454545454547
20,85,1,0,0,1,1,22,3,5,1,54,41,1,1,3,66.43636363636364,0.23529411764705882,0.05,2.2,18.666666666666668,2.05,0.03529411764705882,16.825454545454548
13,93,0,1,2,1,1,23,3,1,0,99,53,1,2,3,47.263636363636365,0.13978494623655913,0.15384615384615385,1.0,33.0,4.076923076923077,0.03225806451612903,23.294545454545453
13,93,0,1,2,1,1,23,3,9,1,94,75,1,0,1,66.26363636363637,0.13978494623655913,0.0,3.3999999999999995,31.666666666666668,5.769230769230769,0.010752688172043012,14.894545454545455
13,93,0,1,2,1,1,23,3,4,1,58,96,1,2,0,59.06363636363636,0.13978494623655913,0.15384615384615385,1.9,19.666666666666668,7.384615384615385,0.0,18.574545454545454
13,93,0,1,2,1,1,29,1,15,1,89,41,0,1,3,65.26363636363637,0.13978494623655913,0.07692307692307693,4.8,30.0,3.1538461538461537,0.03225806451612903,15.694545454545455
13,93,2,1,1,1,1,23,3,1,0,99,53,1,2,3,57.263636363636365,0.13978494623655913,0.15384615384615385,1.0,33.666666666666664,4.076923076923077,0.03225806451612903,19.294545454545453
13,93,2,1,1,1,1,23,3,9,1,94,75,1,0,1,76.26363636363637,0.13978494623655913,0.0,3.3999999999999995,32.333333333333336,5.769230769230769,0.010752688172043012,10.894545454545455
13,93,2,1,1,1,1,23,3,4,1,58,96,1,2,0,69.06363636363636,0.13978494623655913,0.15384615384615385,1.9,20.333333333333332,7.384615384615385,0.0,14.574545454545456
13,93,2,1,1,1,1,29,1,15,1,89,41,0,1,3,75.26363636363637,0.13978494623655913,0.07692307692307693,4.8,30.666666666666668,3.1538461538461537,0.03225806451612903,11.694545454545455
13,93,2,0,0,1,1,23,3,1,0,99,53,1,2,3,57.263636363636365,0.13978494623655913,0.15384615384615385,1.0,33.666666666666664,4.076923076923077,0.03225806451612903,19.294545454545453
13,93,2,0,0,1,1,23,3,9,1,94,75,1,0,1,76.26363636363637,0.13978494623655913,0.0,3.3999999999999995,32.333333333333336,5.769230769230769,0.010752688172043012,10.894545454545455
13,93,2,0,0,1,1,23,3,4,1,58,96,1,2,0,69.06363636363636,0.13978494623655913,0.15384615384615385,1.9,20.333333333333332,7.384615384615385,0.0,14.574545454545456
13,93,2,0,0,1,1,29,1,15,1,89,41,0,1,3,75.26363636363637,0.13978494623655913,0.07692307692307693,4.8,30.666666666666668,3.1538461538461537,0.03225806451612903,11.694545454545455
20,84,2,1,2,1,0,21,2,15,1,83,66,1,1,2,77.03636363636363,0.23809523809523808,0.05,5.2,28.666666666666668,3.3,0.023809523809523808,12.785454545454549
20,84,2,1,1,1,0,21,2,15,1,83,66,1,1,2,77.03636363636363,0.23809523809523808,0.05,5.2,28.666666666666668,3.3,0.023809523809523808,12.785454545454549
20,84,0,0,1,1,0,21,2,15,1,83,66,1,1,2,67.03636363636363,0.23809523809523808,0.05,5.2,28.0,3.3,0.023809523809523808,16.78545454545455
20,84,0,0,0,1,0,21,2,15,1,83,66,1,1,2,67.03636363636363,0.23809523809523808,0.05,5.2,28.0,3.3,0.023809523809523808,16.78545454545455
15,84,2,0,0,1,1,26,1,15,0,59,95,1,2,0,48.82727272727273,0.17857142857142858,0.13333333333333333,5.2,20.333333333333332,6.333333333333333,0.0,24.46909090909091
15,84,2,0,0,1,1,19,0,4,1,82,79,0,2,1,73.42727272727272,0.17857142857142858,0.13333333333333333,1.5,28.333333333333332,5.266666666666667,0.011904761904761904,14.629090909090912
15,84,2,0,0,1,1,26,2,10,0,74,65,0,1,2,51.82727272727273,0.17857142857142858,0.06666666666666667,3.3,25.333333333333332,4.333333333333333,0.023809523809523808,22.869090909090907
15,84,2,0,0,1,1,22,1,12,1,54,69,1,1,2,67.82727272727273,0.17857142857142858,0.06666666666666667,4.3,19.0,4.6,0.023809523809523808,16.46909090909091
15,84,1,0,1,1,1,26,1,15,0,59,95,1,2,0,43.82727272727273,0.17857142857142858,0.13333333333333333,5.2,20.0,6.333333333333333,0.0,26.46909090909091
15,84,1,0,1,1,1,19,0,4,1,82,79,0,2,1,68.42727272727272,0.17857142857142858,0.13333333333333333,1.5,28.0,5.266666666666667,0.011904761904761904,16.629090909090912
15,84,1,0,1,1,1,26,2,10,0,74,65,0,1,2,46.82727272727273,0.17857142857142858,0.06666666666666667,3.3,25.0,4.333333333333333,0.023809523809523808,24.869090909090907
15,84,1,0,1,1,1,22,1,12,1,54,69,1,1,2,62.82727272727273,0.17857142857142858,0.06666666666666667,4.3,18.666666666666668,4.6,0.023809523809523808,18.46909090909091
15,84,0,1,1,1,1,26,1,15,0,59,95,1,2,0,38.82727272727273,0.17857142857142858,0.13333333333333333,5.2,19.666666666666668,6.333333333333333,0.0,28.46909090909091
15,84,0,1,1,1,1,19,0,4,1,82,79,0,2,1,63.42727272727272,0.17857142857142858,0.13333333333333333,1.5,27.666666666666668,5.266666666666667,0.011904761904761904,18.629090909090912
15,84,0,1,1,1,1,26,2,10,0,74,65,0,1,2,41.82727272727273,0.17857142857142858,0.06666666666666667,3.3,24.666666666666668,4.333333333333333,0.023809523809523808,26.869090909090907
15,84,0,1,1,1,1,22,1,12,1,54,69,1,1,2,57.82727272727273,0.17857142857142858,0.06666666666666667,4.3,18.333333333333332,4.6,0.023809523809523808,20.46909090909091
18,67,0,1,0,1,1,25,3,17,1,78,56,1,2,2,61.27272727272727,0.26865671641791045,0.1111111111111111,5.8,26.333333333333332,3.111111111111111,0.029850746268656716,22.890909090909094
18,67,0,1,0,1,1,19,0,12,0,76,100,1,2,0,40.872727272727275,0.26865671641791045,0.1111111111111111,4.3,25.333333333333332,5.555555555555555,0.0,31.050909090909094
18,67,2,1,1,1,1,25,3,17,1,78,56,1,2,2,71.27272727272728,0.26865671641791045,0.1111111111111111,5.8,27.0,3.111111111111111,0.029850746268656716,18.89090909090909
18,67,2,1,1,1,1,19,0,12,0,76,100,1,2,0,50.872727272727275,0.26865671641791045,0.1111111111111111,4.3,26.0,5.555555555555555,0.0,27.050909090909094
18,67,0,0,0,1,1,25,3,17,1,78,56,1,2,2,61.27272727272727,0.26865671641791045,0.1111111111111111,5.8,26.333333333333332,3.111111111111111,0.029850746268656716,22.890909090909094
18,67,0,0,0,1,1,19,0,12,0,76,100,1,2,0,40.872727272727275,0.26865671641791045,0.1111111111111111,4.3,25.333333333333332,5.555555555555555,0.0,31.050909090909094
18,67,1,0,2,1,1,25,3,17,1,78,56,1,2,2,66.27272727272728,0.26865671641791045,0.1111111111111111,5.8,26.666666666666668,3.111111111111111,0.029850746268656716,20.89090909090909
18,67,1,0,2,1,1,19,0,12,0,76,100,1,2,0,45.872727272727275,0.26865671641791045,0.1111111111111111,4.3,25.666666666666668,5.555555555555555,0.0,29.050909090909094
18,67,1,1,2,1,1,25,3,17,1,78,56,1,2,2,66.27272727272728,0.26865671641791045,0.1111111111111111,5.8,26.666666666666668,3.111111111111111,0.029850746268656716,20.89090909090909
18,67,1,1,2,1,1,19,0,12,0,76,100,1,2,0,45.872727272727275,0.26865671641791045,0.1111111111111111,4.3,25.666666666666668,5.555555555555555,0.0,29.050909090909094
17,99,2,0,1,1,1,27,1,16,1,81,43,1,1,3,77.5909090909091,0.1717171717171717,0.058823529411764705,5.5,28.0,2.5294117647058822,0.030303030303030304,9.563636363636363
17,99,2,0,1,1,1,27,2,16,1,99,74,1,2,1,81.19090909090909,0.1717171717171717,0.11764705882352941,5.5,34.0,4.352941176470588,0.010101010101010102,8.523636363636365
17,99,1,0,0,0,1,27,1,16,1,81,43,1,1,3,72.5909090909091,0.1717171717171717,0.058823529411764705,5.2,27.666666666666668,2.5294117647058822,0.030303030303030304,11.563636363636363
17,99,1,0,0,0,1,27,2,16,1,99,74,1,2,1,76.19090909090909,0.1717171717171717,0.11764705882352941,5.2,33.666666666666664,4.352941176470588,0.010101010101010102,10.523636363636365
17,99,1,0,0,1,1,27,1,16,1,81,43,1,1,3,72.5909090909091,0.1717171717171717,0.058823529411764705,5.5,27.666666666666668,2.5294117647058822,0.030303030303030304,11.563636363636363
17,99,1,0,0,1,1,27,2,16,1,99,74,1,2,1,76.19090909090909,0.1717171717171717,0.11764705882352941,5.5,33.666666666666664,4.352941176470588,0.010101010101010102,10.523636363636365
17,99,1,1,1,1,1,27,1,16,1,81,43,1,1,3,72.5909090909091,0.1717171717171717,0.058823529411764705,5.5,27.666666666666668,2.5294117647058822,0.030303030303030304,11.563636363636363
17,99,1,1,1,1,1,27,2,16,1,99,74,1,2,1,76.19090909090909,0.1717171717171717,0.11764705882352941,5.5,33.666666666666664,4.352941176470588,0.010101010101010102,10.523636363636365
13,69,0,0,1,1,1,25,2,15,0,66,77,0,2,1,35.86363636363637,0.18840579710144928,0.15384615384615385,4.8,22.0,5.923076923076923,0.014492753623188406,32.654545454545456
13,69,0,0,1,1,1,19,3,15,1,91,75,1,0,1,60.86363636363636,0.18840579710144928,0.0,5.2,30.666666666666668,5.769230769230769,0.014492753623188406,21.854545454545455
13,69,0,0,1,1,1,25,1,17,0,62,55,1,2,2,35.06363636363636,0.18840579710144928,0.15384615384615385,5.8,20.666666666666668,4.230769230769231,0.028985507246376812,32.974545454545456
13,69,2,0,0,1,1,25,2,15,0,66,77,0,2,1,45.86363636363637,0.18840579710144928,0.15384615384615385,4.8,22.666666666666668,5.923076923076923,0.014492753623188406,28.654545454545456
13,69,2,0,0,1,1,19,3,15,1,91,75,1,0,1,70.86363636363636,0.18840579710144928,0.0,5.2,31.333333333333332,5.769230769230769,0.014492753623188406,17.854545454545455
13,69,2,0,0,1,1,25,1,17,0,62,55,1,2,2,45.06363636363636,0.18840579710144928,0.15384615384615385,5.8,21.333333333333332,4.230769230769231,0.028985507246376812,28.974545454545456
23,67,1,1,1,1,0,27,2,5,0,70,93,1,0,0,48.08181818181818,0.34328358208955223,0.0,2.2,23.666666666666668,4.043478260869565,0.0,27.36727272727273
23,67,1,0,2,1,0,27,2,5,0,70,93,1,0,0,48.08181818181818,0.34328358208955223,0.0,2.2,23.666666666666668,4.043478260869565,0.0,27.36727272727273
23,67,2,1,1,1,0,27,2,5,0,70,93,1,0,0,53.08181818181818,0.34328358208955223,0.0,2.2,24.0,4.043478260869565,0.0,25.36727272727273
23,67,2,1,0,1,0,27,2,5,0,70,93,1,0,0,53.08181818181818,0.34328358208955223,0.0,2.2,24.0,4.043478260869565,0.0,25.36727272727273
23,67,0,0,1,1,0,27,2,5,0,70,93,1,0,0,43.08181818181818,0.34328358208955223,0.0,2.2,23.333333333333332,4.043478260869565,0.0,29.36727272727273
29,87,2,1,2,1,1,23,0,9,1,69,59,1,0,2,80.97272727272727,0.3333333333333333,0.0,3.3999999999999995,24.0,2.0344827586206895,0.022988505747126436,10.210909090909093
5,84,1,1,2,1,1,20,2,17,1,74,65,1,2,2,60.009090909090915,0.05952380952380952,0.4,5.8,25.333333333333332,13.0,0.023809523809523808,19.996363636363633
5,84,1,1,0,0,1,20,2,17,1,74,65,1,2,2,60.009090909090915,0.05952380952380952,0.4,5.5,25.333333333333332,13.0,0.023809523809523808,19.996363636363633
19,96,0,1,0,0,0,21,2,20,1,72,54,0,0,3,66.55454545454546,0.19791666666666666,0.0,6.0,24.333333333333332,2.8421052631578947,0.03125,14.178181818181816
19,96,0,1,0,0,0,20,0,12,1,62,65,1,1,2,64.55454545454546,0.19791666666666666,0.05263157894736842,3.9999999999999996,21.0,3.4210526315789473,0.020833333333333332,15.378181818181817
19,96,0,1,0,0,0,24,0,1,0,66,72,0,2,1,45.35454545454546,0.19791666666666666,0.10526315789473684,0.3,22.0,3.789473684210526,0.010416666666666666,23.45818181818182
19,96,0,1,0,0,0,29,2,4,1,98,73,1,1,1,71.75454545454545,0.19791666666666666,0.05263157894736842,1.6,33.0,3.8421052631578947,0.010416666666666666,12.498181818181822
19,96,1,0,2,1,0,21,2,20,1,72,54,0,0,3,71.55454545454546,0.19791666666666666,0.0,6.3,24.666666666666668,2.8421052631578947,0.03125,12.178181818181816
19,96,1,0,2,1,0,20,0,12,1,62,65,1,1,2,69.55454545454546,0.19791666666666666,0.05263157894736842,4.3,21.333333333333332,3.4210526315789473,0.020833333333333332,13.378181818181817
19,96,1,0,2,1,0,24,0,1,0,66,72,0,2,1,50.35454545454546,0.19791666666666666,0.10526315789473684,0.6,22.333333333333332,3.789473684210526,0.010416666666666666,21.45818181818182
19,96,1,0,2,1,0,29,2,4,1,98,73,1,1,1,76.75454545454545,0.19791666666666666,0.05263157894736842,1.9,33.333333333333336,3.8421052631578947,0.010416666666666666,10.498181818181822
19,96,1,1,2,1,0,21,2,20,1,72,54,0,0,3,71.55454545454546,0.19791666666666666,0.0,6.3,24.666666666666668,2.8421052631578947,0.03125,12.178181818181816
19,96,1,1,2,1,0,20,0,12,1,62,65,1,1,2,69.55454545454546,0.19791666666666666,0.05263157894736842,4.3,21.333333333333332,3.4210526315789473,0.020833333333333332,13.378181818181817
19,96,1,1,2,1,0,24,0,1,0,66,72,0,2,1,50.35454545454546,0.19791666666666666,0.10526315789473684,0.6,22.333333333333332,3.789473684210526,0.010416666666666666,21.45818181818182
19,96,1,1,2,1,0,29,2,4,1,98,73,1,1,1,76.75454545454545,0.19791666666666666,0.05263157894736842,1.9,33.333333333333336,3.8421052631578947,0.010416666666666666,10.498181818181822
19,76,2,1,0,1,1,27,0,20,1,83,54,1,2,3,74.75454545454545,0.25,0.10526315789473684,6.7,28.666666666666668,2.8421052631578947,0.039473684210526314,15.698181818181823
19,76,2,1,0,1,1,21,2,11,0,72,90,1,1,0,52.554545454545455,0.25,0.05263157894736842,4.0,24.666666666666668,4.7368421052631575,0.0,24.17818181818182
19,76,0,0,1,1,1,27,0,20,1,83,54,1,2,3,64.75454545454545,0.25,0.10526315789473684,6.7,28.0,2.8421052631578947,0.039473684210526314,19.698181818181823
19,76,0,0,1,1,1,21,2,11,0,72,90,1,1,0,42.554545454545455,0.25,0.05263157894736842,4.0,24.0,4.7368421052631575,0.0,28.17818181818182
19,76,1,1,1,1,1,27,0,20,1,83,54,1,2,3,69.75454545454545,0.25,0.10526315789473684,6.7,28.333333333333332,2.8421052631578947,0.039473684210526314,17.698181818181823
19,76,1,1,1,1,1,21,2,11,0,72,90,1,1,0,47.554545454545455,0.25,0.05263157894736842,4.0,24.333333333333332,4.7368421052631575,0.0,26.17818181818182
19,76,0,1,1,1,1,27,0,20,1,83,54,1,2,3,64.75454545454545,0.25,0.10526315789473684,6.7,28.0,2.8421052631578947,0.039473684210526314,19.698181818181823
19,76,0,1,1,1,1,21,2,11,0,72,90,1,1,0,42.554545454545455,0.25,0.05263157894736842,4.0,24.0,4.7368421052631575,0.0,28.17818181818182
27,95,1,0,2,1,0,19,2,1,1,63,91,1,0,0,75.0090909090909,0.28421052631578947,0.0,1.0,21.666666666666668,3.3703703703703702,0.0,10.99636363636364
27,95,2,0,2,1,0,19,2,1,1,63,91,1,0,0,80.0090909090909,0.28421052631578947,0.0,1.0,22.0,3.3703703703703702,0.0,8.99636363636364
27,95,1,1,2,1,0,19,2,1,1,63,91,1,0,0,75.0090909090909,0.28421052631578947,0.0,1.0,21.666666666666668,3.3703703703703702,0.0,10.99636363636364
27,95,2,1,2,1,0,19,2,1,1,63,91,1,0,0,80.0090909090909,0.28421052631578947,0.0,1.0,22.0,3.3703703703703702,0.0,8.99636363636364
22,97,2,1,1,1,1,29,1,11,1,73,89,1,1,0,79.0,0.2268041237113402,0.045454545454545456,4.0,25.333333333333332,4.045454545454546,0.0,9.4
22,97,2,1,1,1,1,20,0,13,1,79,77,0,2,1,80.2,0.2268041237113402,0.09090909090909091,4.2,27.333333333333332,3.5,0.010309278350515464,9.319999999999999
22,97,2,1,1,1,1,26,2,16,1,66,65,1,2,2,77.6,0.2268041237113402,0.09090909090909091,5.5,23.0,2.9545454545454546,0.020618556701030927,10.360000000000003
22,97,1,1,2,1,1,29,1,11,1,73,89,1,1,0,74.0,0.2268041237113402,0.045454545454545456,4.0,25.0,4.045454545454546,0.0,11.4
22,97,1,1,2,1,1,20,0,13,1,79,77,0,2,1,75.2,0.2268041237113402,0.09090909090909091,4.2,27.0,3.5,0.010309278350515464,11.32
22,97,1,1,2,1,1,26,2,16,1,66,65,1,2,2,72.6,0.2268041237113402,0.09090909090909091,5.5,22.666666666666668,2.9545454545454546,0.020618556701030927,12.360000000000003
22,97,1,0,2,1,1,29,1,11,1,73,89,1,1,0,74.0,0.2268041237113402,0.045454545454545456,4.0,25.0,4.045454545454546,0.0,11.4
22,97,1,0,2,1,1,20,0,13,1,79,77,0,2,1,75.2,0.2268041237113402,0.09090909090909091,4.2,27.0,3.5,0.010309278350515464,11.32
22,97,1,0,2,1,1,26,2,16,1,66,65,1,2,2,72.6,0.2268041237113402,0.09090909090909091,5.5,22.666666666666668,2.9545454545454546,0.020618556701030927,12.360000000000003
22,97,1,0,1,1,1,29,1,11,1,73,89,1,1,0,74.0,0.2268041237113402,0.045454545454545456,4.0,25.0,4.045454545454546,0.0,11.4
22,97,1,0,1,1,1,20,0,13,1,79,77,0,2,1,75.2,0.2268041237113402,0.09090909090909091,4.2,27.0,3.5,0.010309278350515464,11.32
22,97,1,0,1,1,1,26,2,16,1,66,65,1,2,2,72.6,0.2268041237113402,0.09090909090909091,5.5,22.666666666666668,2.9545454545454546,0.020618556701030927,12.360000000000003
22,97,1,1,1,0,1,29,1,11,1,73,89,1,1,0,74.0,0.2268041237113402,0.045454545454545456,3.6999999999999997,25.0,4.045454545454546,0.0,11.4
22,97,1,1,1,0,1,20,0,13,1,79,77,0,2,1,75.2,0.2268041237113402,0.09090909090909091,3.9,27.0,3.5,0.010309278350515464,11.32
22,97,1,1,1,0,1,26,2,16,1,66,65,1,2,2,72.6,0.2268041237113402,0.09090909090909091,5.2,22.666666666666668,2.9545454545454546,0.020618556701030927,12.360000000000003
22,97,1,1,1,1,1,29,1,11,1,73,89,1,1,0,74.0,0.2268041237113402,0.045454545454545456,4.0,25.0,4.045454545454546,0.0,11.4
22,97,1,1,1,1,1,20,0,13,1,79,77,0,2,1,75.2,0.2268041237113402,0.09090909090909091,4.2,27.0,3.5,0.010309278350515464,11.32
22,97,1,1,1,1,1,26,2,16,1,66,65,1,2,2,72.6,0.2268041237113402,0.09090909090909091,5.5,22.666666666666668,2.9545454545454546,0.020618556701030927,12.360000000000003
22,72,1,1,1,1,1,27,0,20,0,50,87,0,1,0,44.4,0.3055555555555556,0.045454545454545456,6.3,17.0,3.9545454545454546,0.0,28.240000000000002
22,72,1,0,0,1,1,27,0,20,0,50,87,0,1,0,44.4,0.3055555555555556,0.045454545454545456,6.3,17.0,3.9545454545454546,0.0,28.240000000000002
22,72,0,1,2,1,1,27,0,20,0,50,87,0,1,0,39.4,0.3055555555555556,0.045454545454545456,6.3,16.666666666666668,3.9545454545454546,0.0,30.240000000000002
22,72,2,0,0,0,1,27,0,20,0,50,87,0,1,0,49.4,0.3055555555555556,0.045454545454545456,6.0,17.333333333333332,3.9545454545454546,0.0,26.240000000000002
18,95,1,1,0,1,1,28,2,14,1,55,57,1,0,2,67.27272727272728,0.18947368421052632,0.0,4.9,19.0,3.1666666666666665,0.021052631578947368,14.090909090909088
18,95,1,1,0,1,1,29,2,19,1,53,99,0,2,0,66.87272727272727,0.18947368421052632,0.1111111111111111,6.0,18.333333333333332,5.5,0.0,15.05090909090909
18,95,1,1,0,1,1,18,1,12,0,85,51,0,2,3,53.27272727272727,0.18947368421052632,0.1111111111111111,3.8999999999999995,28.666666666666668,2.8333333333333335,0.031578947368421054,20.490909090909092
18,95,1,1,2,1,1,28,2,14,1,55,57,1,0,2,67.27272727272728,0.18947368421052632,0.0,4.9,19.0,3.1666666666666665,0.021052631578947368,14.090909090909088
18,95,1,1,2,1,1,29,2,19,1,53,99,0,2,0,66.87272727272727,0.18947368421052632,0.1111111111111111,6.0,18.333333333333332,5.5,0.0,15.05090909090909
18,95,1,1,2,1,1,18,1,12,0,85,51,0,2,3,53.27272727272727,0.18947368421052632,0.1111111111111111,3.8999999999999995,28.666666666666668,2.8333333333333335,0.031578947368421054,20.490909090909092
18,95,2,0,1,1,1,28,2,14,1,55,57,1,0,2,72.27272727272728,0.18947368421052632,0.0,4.9,19.333333333333332,3.1666666666666665,0.021052631578947368,12.090909090909088
